rank,name,establishment_means
species,Oodinus pseudopiceus,NA
species,Amblygnathus iripennis,NA
species,Selenophorus fatuus,NA
species,Syrphus knabi,NA
species,Malva trimestris,introduced
species,Dryocosmus floridensis,NA
species,Teuchocnemis bacuntius,NA
species,Chrysops obsoletus,NA
species,Stigmaphyllon sagraeanum,NA
genus,Crustomyces,NA
species,Astylopsis fascipennis,NA
species,Gerronema subclavatum,NA
species,Hodebertia testalis,NA
genus,Iconella,NA
species,Hippospongia lachne,NA
species,Pseudaulacaspis pentagona,introduced
species,Tylopelta gibbera,NA
genus,Bellactis,NA
species,Medinilla formosana,NA
species,Elephantomyia westwoodi,NA
species,Minuca virens,NA
species,Argopistes scyrtoides,NA
species,Botryllus planus,NA
species,Floritettix calusa,NA
species,Floritettix hadjoi,NA
species,Floritettix osceola,endemic
species,Pycnoderes vanduzeei,NA
species,Astylopsis perplexa,NA
species,Stictocephala lutea,NA
species,Bicyrtes capnopterus,NA
species,Calliostoma adelae,NA
species,Didemnum conchyliatum,NA
species,Pseudocercospora griseola,NA
genus,Eusiphona,NA
species,Armases roberti,NA
species,Pheidole tysoni,native
species,Gypsophila vaccaria,introduced
species,Lepocinclis oxyuris,NA
species,Habronattus georgiensis,NA
species,Salvia chapmanii,NA
species,Dichanthelium nudicaule,NA
species,Goeppertia rufibarba,NA
species,Paspalum eglume,native
species,Strobilanthes alternata,NA
species,Caloptilia hypericella,NA
species,Amathia alternata,NA
species,Stygobromus floridanus,NA
species,Agriopoma texasianum,NA
species,Mitreola angustifolia,NA
species,Entoloma rhodocylix,NA
species,Phellinopsis conchata,NA
subgenus,Polyantha,NA
species,Tabebuia berteroi,NA
species,Pilea margarettae,NA
species,Pycnomerus haematodes,NA
species,Elaphidion cryptum,NA
species,Neodiprion compar,NA
species,Inocybe subradiata,NA
species,Carynota maculata,endemic
species,Berosus pugnax,NA
complex,Laphria index,NA
species,Dinebra panicea,NA
species,Erioptera vespertina,NA
species,Kirchneriella irregularis,NA
species,Bezzia nobilis,NA
species,Curio radicans,NA
species,Tetraedron triangulare,NA
species,Berberis fortunei,NA
species,Berberis eurybracteata,NA
species,Goeppertia ornata,NA
species,Hydnellum scabrosum,NA
species,Dichomeris fistuca,NA
species,Metalectra geminicincta,NA
species,Calamagrostis arenaria,introduced
species,Agriphila vulgivagellus,NA
species,Trichoglossum rasum,NA
species,Arcella conica,NA
species,Phyllosticta asiminae,NA
species,Dichanthelium curtifolium,NA
species,Lactobacillus kefiri,NA
species,Actinopyga agassizii,NA
species,Tabanus gracilis,NA
species,Elaphropeza vittata,NA
species,Boletus projectelloides,NA
species,Glyptotendipes testaceus,NA
species,Pseudomonas cichorii,NA
species,Sorastrum spinulosum,NA
species,Closterium angustatum,NA
species,Staurastrum teliferum,NA
species,Russula subtilis,NA
species,Entypus ochrocerus,NA
species,Trimezia candida,NA
species,Helicogloea compressa,NA
species,Horistonotus uhleri,NA
species,Talanus langurinus,NA
species,Sycophila quercilanae,NA
species,Goniopteris tetragona,NA
species,Chioneryx pygmaea,NA
species,Lycoperdon radicatum,NA
species,Cosmarium ornatum,NA
species,Docidium baculum,NA
species,Calappa nitida,NA
species,Leccinellum griseum,NA
species,Staurastrum inconspicuum,NA
subgenus,Megaluracarus,NA
genus,Archisepsis,NA
species,Neolasioptera nodulosa,NA
species,Draeculacephala portola,NA
species,Phoenicocoris australis,NA
species,Onthophagus oklahomensis,NA
species,Xyonysius basalis,NA
species,Halymenia elongata,NA
species,Epitonium nautlae,NA
species,Piazorhinus tuberculatus,NA
species,Amaurochrous magnus,NA
species,Pareuidella weedi,NA
species,Tagosodes cubanus,NA
species,Platytomus longulus,NA
species,Epicoccum draconis,NA
species,Statira liebecki,NA
species,Donacaula unipunctellus,NA
species,Agrilus dozieri,NA
species,Tliltocatl albopilosus,NA
species,Dyseuaresta mexicana,NA
species,Lanmaoa pallidorosea,NA
species,Pseudobaeospora murrillii,NA
species,Collaria oleosa,NA
species,Micracanthia husseyi,NA
species,Phyllophaga prununculina,NA
species,Coprinellus aureogranulatus,NA
species,Zyginama tripunctata,NA
species,Andricus quercusformosus,NA
species,Acronicta modica,NA
species,Esthesopus pusio,NA
genus,Troglodillo,NA
species,Copelatus cubaensis,NA
species,Orimarga mirabilis,NA
species,Megacollybia texensis,NA
species,Melaleuca linearifolia,NA
species,Callirhytis clavigera,NA
species,Lactifluus petersenii,NA
genus,Chaetophoropsis,NA
species,Tomophagus colossus,NA
species,Ficus montana,NA
species,Emmesomyia socialis,NA
species,Amanita virosiformis,NA
species,Lixadmontia franki,NA
species,Radulomyces copelandii,introduced
species,Myrmecoblatta wheeleri,NA
species,Ludwigia sedioides,NA
species,Antillipecten antillarum,NA
species,Uroleucon tuataiae,NA
genus,Leucocintractia,NA
species,Eudociminus mannerheimii,NA
species,Inonotus micantissimus,NA
species,Zodion fulvifrons,NA
species,Entoloma indigoferum,NA
species,Aulonium parallelopipedum,NA
species,Vanderbylia robiniophila,NA
species,Calliandra tweediei,NA
species,Vallicula multiformis,NA
species,Craterellus calyculus,NA
species,Bleptina extincta,NA
species,Neogoniolithon strictum,NA
species,Japanagromyza desmodivora,NA
species,Cerberilla potiguara,NA
species,Corchorus hirtus,native
species,Negosiana globosa,NA
species,Polyschides tetraschistus,NA
species,Mallochohelea atripes,NA
species,Cryptorhopalum focale,NA
species,Acolobicus erichsoni,NA
species,Conotelus fuscipennis,NA
species,Alsidium triquetrum,NA
species,Palisa papillata,NA
section,Lentodiellum,NA
species,Pristepyris ater,NA
species,Eriocraniella mediabulla,NA
species,Cyanosporus livens,NA
species,Heterocerus fatuus,NA
species,Phytomyza leslieae,NA
species,Hamatabanus floridensis,NA
species,Alebra eburnea,NA
species,Periscelis wheeleri,NA
species,Chromelosporiopsis coerulescens,NA
species,Anchastus longulus,NA
species,Cyperus brevifolioides,introduced
subgenus,Camptopelta,NA
species,Pseudopediastrum brevicorne,NA
species,Polyergus oligergus,endemic
species,Astrotischeria helianthi,NA
species,Grona heterocarpos,NA
species,Collybiopsis dichroa,NA
species,Amphiprion biaculeatus,NA
species,Emmanuelia tenuis,NA
hybrid,Quercus × succulenta,endemic
species,Synergus lignicola,NA
species,Trisetacus floridanus,NA
complex,Ophiocordyceps australis,NA
species,Coptodisca condaliae,NA
species,Episimus lagunculariae,NA
species,Amblypsilopus rotundiceps,NA
species,Goniopteris domingensis,native
genus,Batillipes,NA
species,Russula subsericeonitens,NA
species,Colletes thysanellae,native
species,Rhonciscus crocro,native
species,Halicampus crinitus,NA
species,Cortinarius albobrunnescens,NA
species,Tagosodes albolineosus,NA
species,Andricus fitzpatricki,NA
species,Cycloptiloides americanus,introduced
species,Harrya chromipes,NA
species,Ophidiomyces ophidiicola,NA
species,Oxacis taeniata,NA
species,Pyrgocythara hemphilli,NA
species,Tharsalea helloides,NA
species,Cophinforma tumefaciens,NA
species,Nitella praelonga,NA
genushybrid,Netta × Aythya,NA
species,Entoloma gainsvillae,NA
species,Cheilolejeunea unciloba,NA
species,Heteropelma datanae,NA
species,Amphichorda felina,NA
species,Mompha cephalanthiella,NA
species,Kuschelina concinna,NA
species,Hemipolygona carinifera,NA
species,Haimbachia floridalis,NA
species,Carmenta laurelae,NA
species,Spartocera diffusa,NA
species,Amoenoboletus weberi,NA
species,Metaphire posthuma,NA
species,Spongia graminea,NA
species,Pelazoneuron abruptum,NA
species,Ameritella consobrina,NA
species,Coelastrum cruciatum,NA
species,Cerocatus pictipennis,NA
species,Hyptia oblonga,NA
species,Euastrum ventricosum,NA
species,Hebeloma neurophyllum,NA
complex,Nomada luteola,NA
complex,Succincta group,NA
species,Spalacopsis chemsaki,NA
species,Dentimargo eburneola,NA
species,Eumargarodes laingi,NA
species,Unerus colonus,NA
species,Rhipsalidopsis gaertneri,NA
species,Tachytrechus floridensis,NA
species,Achradocera barbata,NA
species,Chrysotus crosbyi,NA
species,Cercospora mikaniicola,NA
family,Peranemidae,NA
species,Protocodon robinsiae,endemic
species,Hatiora salicornoides,NA
species,Tsinilla lineana,NA
species,Cyathus poeppigii,NA
species,Pseudozonitis schaefferi,NA
species,Oxycrepis saphyrina,NA
species,Gibboletia tergata,NA
species,Salebriaria pallidella,NA
species,Cosmarium dentatum,NA
species,Agroathelia rolfsii,NA
species,Ophiomastix wendtii,NA
species,Euastrum wollei,NA
complex,Euxesta basalis,NA
species,Hesperoburhinus bistriatus,NA
species,Lophotis gindiana,NA
species,Sagittaria weatherbiana,NA
species,Philephedra tuberculosa,NA
species,Balclutha jafara,NA
species,Dialeurodes schefflerae,NA
species,Galerina sulciceps,NA
species,Photuris lloydi,NA
species,Hesperocyparis glabra,NA
species,Monocrepidius debilitatus,NA
species,Epiblema glaseri,NA
species,Gymnopilus praelaeticolor,NA
genus,Planctolpium,NA
species,Cortinarius subiodes,NA
hybrid,Nannopterum auritum × brasilianum,NA
species,Anisorhynchodemus mediolineatus,NA
species,Protrocha obscura,NA
species,Ceratocapsus lutescens,NA
species,Sphenophorus deficiens,NA
species,Potyvirus vignae,NA
species,Polypedilum beckae,NA
species,Nassarius paucicostatus,NA
species,Parachironomus longistilis,NA
species,Phenacoccus miruku,NA
species,Tauraco rossae,NA
hybrid,Larus smithsonianus × hyperboreus,NA
species,Rauvolfia afra,NA
species,Paspalum lepton,NA
species,Polypedilum flavum,NA
species,Timulla rufosignata,NA
species,Meripilus crocatus,NA
species,Psellidotus atrifacies,NA
species,Epimelissodes petulcus,native
complex,Rivellia quadrifasciata,NA
species,Euastrum sphyroides,NA
species,Nopalityna sublata,NA
species,Gymnopilus hybridus,NA
species,Staurastrum corniculatum,NA
species,Euastrum informe,NA
species,Eupodotis senegalensis,NA
species,Gallirallus philippensis,NA
species,Callipepla gambelii,NA
species,Ptilinopus melanospilus,NA
species,Ptilinopus magnificus,NA
species,Columba arquatrix,NA
species,Otidiphaps nobilis,NA
species,Bostrychia hagedash,NA
species,Geronticus calvus,NA
species,Pterodroma hasitata,NA
species,Pelecanus thagus,NA
species,Larus dominicanus,NA
species,Buceros rhinoceros,NA
species,Anas capensis,NA
species,Aythya ferina,NA
species,Malacorhynchus membranaceus,NA
species,Oriolus chinensis,NA
species,Corvus corax,NA
species,Artamus leucorynchus,NA
species,Paradisaea raggiana,NA
species,Zonotrichia atricapilla,NA
species,Ramphocelus carbo,introduced
species,Tachycineta thalassina,NA
species,Erithacus rubecula,NA
species,Euplectes franciscanus,introduced
species,Pycnonotus cafer,introduced
species,Spizixos semitorques,introduced
species,Lamprotornis superbus,introduced
species,Heterophasia auricularis,NA
species,Leiothrix lutea,introduced
species,Aratinga weddellii,introduced
species,Deroptyus accipitrinus,NA
species,Atelopus zeteki,NA
species,Ceratophrys ornata,NA
genus,Hymenochirus,NA
species,Neurergus kaiseri,NA
species,Pituophis catenifer,NA
species,Nerodia sipedon,NA
species,Ahaetulla prasina,NA
genus,Ophiophagus,NA
species,Abronia graminea,NA
species,Corallus hortulana,introduced
species,Uroplatus henkeli,NA
species,Rhacodactylus leachianus,NA
species,Hemidactylus parvimaculatus,introduced
species,Gonatodes albogularis,introduced
species,Heloderma suspectum,NA
species,Anolis smallwoodi,NA
species,Anolis porcatus,introduced
species,Tiliqua gigas,NA
species,Varanus salvadorii,NA
species,Mauremys sinensis,introduced
species,Geoemyda spengleri,NA
species,Gopherus berlandieri,NA
species,Gopherus agassizii,NA
species,Podocnemis expansa,NA
species,Cephalorhynchus commersonii,NA
species,Lontra provocax,NA
species,Mustela putorius,NA
species,Mellivora capensis,NA
species,Cervus nippon,introduced
species,Tragelaphus spekii,NA
species,Petaurus breviceps,NA
species,Macaca fascicularis,NA
species,Hystrix cristata,NA
species,Hystrix africaeaustralis,NA
species,Reithrodontomys humulis,NA
species,Marmota monax,NA
species,Caranx sexfasciatus,NA
species,Gobioides broussonnetii,native
species,Juniperus sabina,NA
genus,Ciona,NA
species,Vaccinium ovatum,NA
species,Symphoricarpos albus,NA
species,Cepaea nemoralis,introduced
species,Hydnum repandum,NA
species,Iris versicolor,NA
species,Metridium senile,NA
suborder,Gymnosomata,NA
species,Pisaster brevispinus,NA
family,Amaurobiidae,NA
species,Stegastes fuscus,NA
species,Gymnomuraena zebra,NA
species,Elysia cornigera,NA
species,Placida cremoniana,NA
genus,Actinocyclus,NA
family,Solenidae,NA
species,Tridacna maxima,NA
species,Nemophila menziesii,NA
species,Linaria vulgaris,introduced
species,Pyrosoma atlanticum,NA
species,Bidens frondosa,NA
species,Metridium farcimen,NA
species,Triakis semifasciata,NA
species,Squalus acanthias,NA
species,Zebrasoma xanthurum,NA
species,Adalia bipunctata,NA
species,Acer saccharum,NA
species,Halichoeres dispilus,NA
species,Equisetum arvense,NA
species,Convolvulus arvensis,introduced
species,Cornus sericea,NA
species,Macrosiphum rosae,introduced
species,Hevea brasiliensis,NA
species,Tragopogon porrifolius,introduced
species,Corylus avellana,introduced
species,Lactarius alnicola,NA
species,Polyodon spathula,NA
species,Carya ovata,NA
species,Lindera benzoin,NA
species,Salix alba,introduced
species,Medeola virginiana,native
species,Sphaerobolus stellatus,NA
species,Actinidia chinensis,introduced
species,Torreya californica,NA
genus,Grindelia,NA
species,Sphyraena novaehollandiae,NA
species,Viola tricolor,introduced
species,Vinca minor,introduced
species,Veronica hederifolia,introduced
species,Quercus robur,introduced
family,Japygidae,NA
species,Coprinus sterquilinus,NA
species,Euphorbia peplus,introduced
species,Medicago sativa,introduced
species,Helvella acetabulum,NA
species,Linckia laevigata,NA
species,Mentha arvensis,NA
species,Forestiera pubescens,NA
species,Bolboschoenus maritimus,NA
species,Pholisora catullus,NA
species,Callophrys augustinus,NA
species,Rhus aromatica,NA
species,Amaranthus blitoides,NA
species,Phyla lanceolata,NA
species,Leptotes marina,NA
species,Calendula arvensis,introduced
species,Erigeron divergens,NA
species,Neoneides muticus,NA
species,Isolepis cernua,NA
species,Anarrhichthys ocellatus,NA
species,Rumex occidentalis,NA
species,Lythrum salicaria,introduced
species,Oryza sativa,NA
species,Laphria affinis,NA
species,Ommatius tibialis,NA
species,Machimus novaescotiae,NA
species,Holopogon phaeonotus,NA
species,Helminthotheca echioides,introduced
species,Aureolaria pedicularia,native
species,Camponotus chromaiodes,native
species,Sapindus saponaria,native
species,Mycena haematopus,NA
species,Suillus acidus,NA
species,Suillus caerulescens,NA
species,Lopholeucaspis japonica,NA
species,Melanoplus differentialis,NA
species,Sarcomyxa serotina,NA
species,Trichosolen duchassaingii,NA
species,Salvia apiana,NA
species,Mycteroperca venenosa,NA
species,Morella pensylvanica,NA
species,Leucopaxillus gentianeus,NA
species,Ulva fasciata,NA
species,Capparis spinosa,NA
species,Solidago canadensis,NA
species,Hippopus hippopus,NA
species,Carex vulpinoidea,NA
species,Psittacula cyanocephala,NA
species,Butea monosperma,NA
species,Isurus oxyrinchus,NA
species,Houstonia longifolia,native
species,Synanthedon decipiens,NA
species,Syngnathoides biaculeatus,NA
species,Prunus amygdalus,introduced
genus,Mazax,NA
species,Cyanopica cyanus,NA
species,Pseudelaphe flavirufa,NA
species,Nanger granti,NA
species,Philantomba monticola,NA
species,Arctotheca prostrata,introduced
species,Centaurium pulchellum,introduced
species,Cestrum elegans,NA
species,Dichondra micrantha,introduced
species,Dimorphotheca fruticosa,introduced
species,Dysphania pumilio,introduced
species,Eleocharis atropurpurea,native
species,Eleocharis quadrangulata,NA
species,Eragrostis minor,introduced
species,Eragrostis pilosa,introduced
species,Glyceria striata,NA
species,Hesperocyparis macrocarpa,NA
species,Isocoma menziesii,NA
species,Lactuca biennis,NA
species,Lycium barbarum,introduced
species,Muehlenbeckia complexa,NA
species,Nicotiana sylvestris,introduced
species,Nuphar polysepala,NA
species,Oenothera villosa,NA
species,Potamogeton natans,NA
species,Ranunculus bulbosus,introduced
species,Rhynchospora capitellata,NA
species,Rumex dentatus,NA
species,Senecio elegans,NA
species,Setaria faberi,introduced
species,Setaria verticillata,introduced
species,Solidago velutina,NA
species,Elymus hystrix,NA
species,Styela clava,introduced
genus,Aegialia,NA
genus,Nereis,NA
species,Ranunculus recurvatus,native
species,Pselliopus barberi,NA
species,Troglocambarus maclanei,endemic
species,Bipalium adventitium,introduced
species,Cystopteris protrusa,native
species,Matteuccia struthiopteris,NA
species,Vitis palmata,native
species,Ruscus aculeatus,NA
species,Lavandula multifida,introduced
species,Epigaea repens,NA
species,Nypa fruticans,NA
genus,Thrips,NA
species,Spathoglottis unguiculata,introduced
species,Catocala cara,NA
species,Rhinecanthus aculeatus,NA
species,Baptisia australis,NA
species,Oregonia gracilis,NA
species,Asplenium nidus,NA
species,Paraphidippus aurantius,NA
species,Magnolia tripetala,NA
species,Ficopomatus enigmaticus,introduced
genus,Aulonocara,NA
genus,Rhyacophila,NA
